customer_id,name,region,channel
534,Cole Anderson,North,Secondary
535,Jeremy Colon,South,Secondary
536,Lisa Paul,East,Primary
537,Jamie Dunn,North,Primary
538,Richard Mccoy,West,Primary
539,Arthur Barrett,East,Primary
540,Elaine Williams,North,Primary
541,James Cross,East,Primary
542,Robert Cochran,West,Secondary
543,Jack Johnson,West,Primary
544,Jeanette Castillo,South,Secondary
545,Jessica Mcclain,West,Primary
546,Robin Ortiz,East,Secondary
547,James Little,North,Secondary
548,Danielle Floyd,West,Primary
549,Tiffany Simmons,West,Primary
550,Terry Davis,West,Secondary
551,Shannon Frazier,East,Primary
552,Jeremy Lee,West,Primary
553,Bradley Lopez,South,Primary
554,Donald Winters,East,Primary
555,Joel Miller,West,Primary
556,Thomas Rhodes,South,Primary
557,Dana Martinez,North,Primary
558,Jessica Fisher,West,Primary
559,Joan Cantu,West,Secondary
560,Bill Green,East,Secondary
561,Rodney Shaw,South,Secondary
562,Bernard Harvey,North,Primary
563,Diane Barajas,East,Secondary
564,Jennifer Hobbs,East,Primary
565,James Johnson,East,Secondary
566,Gerald Fitzpatrick,East,Primary
567,Elizabeth Nichols,North,Primary
568,Charles Ford,West,Secondary
569,Stephen Dunn,West,Secondary
570,Sara Stuart,South,Secondary
571,Allison Andrews,East,Secondary
572,Philip Moore,South,Secondary
573,Ryan Solis,South,Secondary
574,Carolyn Greene,South,Primary
575,Hannah Thomas,South,Primary
576,Robert Nunez PhD,West,Primary
577,Michelle Sanchez,South,Secondary
578,Amanda Cook,West,Secondary
579,Keith Lee,West,Primary
580,William Singh,North,Secondary
581,Caitlin Green,North,Secondary
582,Emily Campbell,East,Secondary
583,Anthony Skinner,West,Secondary
584,Hunter Nash,South,Secondary
585,Stephen Carroll,South,Secondary
586,Joseph Gonzalez,West,Primary
587,Jessica Smith,East,Secondary
588,Amy Graham,East,Primary
589,Kim Andrews,East,Secondary
590,Michelle Rivers,West,Secondary
591,Evan Whitaker,North,Secondary
592,James Ramos,North,Secondary
593,Anthony Collins,North,Secondary
594,Nancy Walsh,East,Secondary
595,Robert Molina,West,Secondary
596,Melissa White,East,Secondary
597,Timothy Smith,North,Secondary
598,Jared Pope,West,Primary
599,Rachael Walker,East,Secondary
600,Michelle Melendez,East,Primary
601,Sean Phillips,West,Secondary
602,Thomas West DDS,East,Secondary
603,Tammy Lewis,North,Primary
604,Wesley Little,South,Primary
605,John Gibson,North,Secondary
606,Terry Mcdonald,North,Secondary
607,Tracy Hays,South,Secondary
608,Jeff Hill,West,Primary
609,Tammy Gregory,West,Secondary
610,Jason Horton,East,Secondary
611,Rebecca Miller,East,Primary
612,Kaylee Aguilar,South,Primary
613,Phillip Long,South,Primary
614,Sean Love,North,Primary
615,Alexander Lopez,West,Secondary
616,Samantha Henry,East,Secondary
617,Casey Nguyen,East,Primary
618,Barbara Hughes,North,Primary
619,Ryan Aguilar,West,Secondary
620,Olivia Campbell,East,Primary
621,Susan Andrews,North,Secondary
622,Roy Mathis,South,Secondary
623,Kristin Robinson,East,Secondary
624,James Clark,South,Primary
625,Ms. Tara Terry DVM,East,Primary
626,Christopher Hardy,South,Secondary
627,William Hernandez,West,Primary
628,Christopher Sanchez,West,Primary
629,David Collins,East,Primary
630,Benjamin Graham,West,Primary
631,Misty Baldwin,East,Primary
632,Kathy Santiago,West,Secondary
633,Nathan Delgado,South,Primary
634,Michael Wagner,North,Secondary
635,Daniel Buck,East,Secondary
636,Jennifer Vega,West,Primary
637,Barry Hutchinson,East,Secondary
638,Kathleen Bell,North,Primary
639,Tiffany Todd,West,Secondary
640,Jose Sosa,South,Primary
641,Tyler Delgado,East,Primary
642,Michelle Simmons,South,Secondary
643,Mark Beck,South,Primary
644,Richard Mcdonald,South,Primary
645,Carl Peterson,South,Secondary
646,Benjamin Hodges,North,Secondary
647,Christopher Nelson,North,Primary
648,Lori Morris,West,Secondary
649,Diane Mckinney,East,Primary
650,Craig Williams,East,Primary
651,Oscar Barnett,East,Secondary
652,Mr. Frank Smith,North,Primary
653,Carl Blanchard,East,Primary
654,Jennifer Costa,West,Secondary
655,Alexis Carrillo,West,Secondary
656,Katherine Miller,West,Secondary
657,Kyle Johnson,North,Secondary
658,William Gray,North,Secondary
659,Richard White,North,Secondary
660,Matthew Glenn,South,Primary
661,Summer Smith,East,Secondary
662,Michael Collins,South,Secondary
663,Kimberly Smith,South,Secondary
664,Lindsay Guzman,East,Secondary
665,Dennis Briggs,East,Secondary
666,Jenny Diaz,South,Secondary
667,David Hale,East,Primary
668,Caitlin Lee,South,Secondary
669,Heather Odonnell,West,Primary
670,Briana Schwartz,North,Primary
671,Edward Sanchez,North,Secondary
672,Amy Marshall,North,Secondary
673,Seth Burch,West,Secondary
674,Courtney Johnson,South,Secondary
675,Henry Day,South,Secondary
676,Veronica Garcia,South,Secondary
677,Sara Harvey,South,Secondary
678,Heather Patterson,North,Secondary
679,David Zimmerman,South,Secondary
680,Mr. Elijah Brown,West,Secondary
681,Marilyn Dyer,South,Primary
682,John Brock,South,Secondary
683,Amy Scott,South,Secondary
684,Kevin Neal,South,Secondary
685,Kenneth Ruiz,North,Secondary
686,Ashley Hebert,East,Primary
687,David Bryant,South,Primary
688,Kimberly Dominguez,West,Secondary
689,Megan Mclean,North,Secondary
690,Olivia Wong,North,Secondary
691,Mr. Mark Nichols MD,North,Primary
692,Victoria Smith,East,Primary
693,William Arnold,West,Primary
694,Terry Powell,South,Primary
695,Bradley King,North,Secondary
696,Kyle Rivera,North,Secondary
697,Paula Day,North,Primary
698,Sheila Martinez,West,Secondary
699,Dorothy Burgess,East,Primary
700,Mary Newton,South,Primary
701,Erin Reid,North,Primary
702,William Scott,South,Primary
703,Dorothy Collins,East,Primary
704,Tiffany Wilkinson,North,Primary
705,Kayla Kirk,East,Secondary
706,Joshua Marshall,South,Secondary
707,David Gonzales,West,Primary
708,William Gibson,West,Primary
709,Jonathan Gutierrez,South,Secondary
710,Randall Caldwell,East,Secondary
711,Katie Davis,North,Primary
712,Gabriel Petty,West,Primary
713,Larry Torres,East,Primary
714,Jennifer Benton,North,Secondary
715,Nicole Johnson,North,Primary
716,Christine Vazquez,East,Secondary
717,William Wilkerson,South,Primary
718,Dale Chase,South,Primary
719,Julie Mccullough,East,Secondary
720,Anna Tran,West,Primary
721,Joseph Peterson,West,Primary
722,Lauren Sloan,South,Primary
723,Matthew Smith,South,Secondary
724,Sharon Smith,North,Secondary
725,Jessica Ray,South,Primary
726,Heidi Phillips,South,Primary
727,Gregory Massey,East,Secondary
728,Roberta Brown,West,Primary
729,Robert Edwards,South,Primary
730,Steven Buck,West,Primary
731,Alan Johnson,North,Primary
732,Eric Black,North,Primary
733,Molly Smith,East,Secondary
734,Sarah Carson,East,Secondary
735,Marc Stewart,West,Primary
736,Jacqueline Smith,North,Secondary
737,Spencer Anderson,South,Secondary
738,Gregory Ward,North,Primary
739,Kimberly Harmon,North,Primary
740,Sara Hill MD,South,Primary
741,Sarah Webb,South,Secondary
742,Jessica Powers,North,Primary
743,Michael Torres,South,Secondary
744,Kathleen Mcguire,East,Secondary
745,Ryan Nolan,South,Secondary
746,Katrina Mason,West,Secondary
747,Robert White,East,Secondary
748,Christine Jimenez,North,Primary
749,Karen Brown,South,Secondary
750,Alexandra Watkins,East,Secondary
751,Michelle Hernandez,South,Secondary
752,Mark Bowers,North,Primary
753,Tracy Schneider,South,Secondary
754,Antonio Martinez,East,Secondary
755,Angela Johnson,South,Secondary
756,Paula Willis,North,Secondary
757,Isaac Barnett DDS,North,Primary
758,Richard Carlson,West,Primary
759,Robert Miller,South,Secondary
760,Jonathon Murphy,East,Secondary
761,Wendy Shaw,West,Primary
762,Jeffrey Bailey,North,Secondary
763,Jennifer Perry,South,Primary
764,Joseph Ray,South,Primary
765,Jocelyn Mayo,West,Primary
766,Kevin Stephens,West,Primary
767,Joseph Williams,East,Secondary
768,Jonathan Fernandez,South,Secondary
769,Kristine Campbell,East,Secondary
770,Kimberly Wright,South,Secondary
771,Brittany Archer,East,Primary
772,Mark Martin,South,Primary
773,Angela Brown,East,Secondary
774,Mackenzie Alvarez,West,Primary
775,John Wright MD,West,Secondary
776,Jeffrey Carter,North,Secondary
777,Jennifer Heath MD,East,Secondary
778,Amanda Williams,East,Secondary
779,Isaac Adams,North,Primary
780,Shawn Rodriguez,South,Secondary
781,Marcus Myers,North,Secondary
782,Laura Diaz,North,Secondary
783,Anita Parks,North,Secondary
784,Mr. Robert Woodward,North,Primary
785,Andrew Watts,South,Primary
786,Tanner Smith,East,Primary
787,Peggy Burgess,South,Primary
788,John Robinson,South,Secondary
789,Mark Lawson,West,Primary
790,Jennifer Tucker,East,Primary
791,David Wong,South,Primary
792,Steven Perry,East,Secondary
793,Chris Collins,North,Secondary
794,Nicholas Walker,South,Primary
795,Christopher Gilbert,West,Secondary
796,Linda Sanchez,North,Secondary
797,James Chambers,East,Secondary
798,Richard Kelly,North,Primary
799,Jimmy Costa,North,Primary
800,Katherine Brown,South,Secondary
801,Ashley Leon,East,Secondary
802,Christopher Martinez,East,Primary
803,Victoria Reyes,East,Secondary
804,Paul Hays,North,Primary
805,Lance Patterson,West,Secondary
806,Katrina Gibson,South,Secondary
807,Scott Ho,North,Primary
808,Darrell Morris,South,Secondary
809,Ashley Berg,North,Secondary
810,Jeremy Romero,South,Primary
811,Robin Williamson,West,Primary
812,Frank Willis,East,Primary
813,Jeffrey Owens,West,Primary
814,Wendy Williams,South,Secondary
815,Julie Allen,West,Primary
816,Molly Porter,East,Primary
817,Lance Cooper,North,Primary
818,David Graves,North,Secondary
819,Christian White,North,Secondary
820,Shirley Vega,North,Secondary
821,Paul Gill,West,Primary
822,Karen Barnes,East,Primary
823,Katherine Williams MD,North,Primary
824,Jason Chavez,South,Secondary
825,Nancy Williams,East,Primary
826,Adam Miller,East,Primary
